feedback,preprocessed_text,sentiment_score,label
Hi I had the best experience a little bit of a run around but all worked out in the end.I started at Fairview mall Nike store spoke to Kay and Jarelle helped me good information transferred to Yorkdale finally spoke to  Heather she fixed my problem had my shoes ordered for my son wow   5* all the way,hi best experience little bit run around worked endi started fairview mall nike store spoke kay jarelle helped good information transferred yorkdale finally spoke heather fixed problem shoes ordered son wow way,0.8481,positive
I had a good experience today with Annette that works at Nike in Yorkdale. Her patience and bubbly character made our visit pleasant.,good experience today annette works nike yorkdale patience bubbly character made visit pleasant,0.7351,positive
I have owned many different Nike trainers throughout my life and they have never let me down. Excellent quality and designs! Fully recommend.,owned many different nike trainers throughout life never let excellent quality designs fully recommend,-0.0529,positive
"My delivery came 3 days before expected! Some sites prioritise full price items, but I ordered one full price item and one sale item and they both came 3 days early, couldn't be improved.",delivery came days expected sites prioritise full price items ordered one full price item one sale item came days early couldnt improved,-0.3724,negative
"Ordered from the website, no problems and fast delivery. It was a day late but it was still really fast.",ordered website problems fast delivery day late still really fast,-0.4019,negative
"My order arrived in good time, great shopping experience.",order arrived good time great shopping experience,0.7906,positive
I love Nike so much. It’s always easy to solve any problems with multiple ways to get in contact with them and their team are always friendly and happy to help.,love nike much always easy solve problems multiple ways get contact team always friendly happy help,0.9413,positive
"No issues, ordered 3 kept 2 returned 1 .... EASY AS 3, 2, 1. Much easier than trapsing down to the store.",issues ordered kept returned easy much easier trapsing store,0.6908,positive
"Good quality shoes for a good price. I bought 2 pairs of air force 1. Awesome trainers, true classics.",good quality shoes good price bought pairs air force awesome trainers true classics,0.9136,positive
"I recently bought the new Nike Adapt Auto Max; after reading reviews here I was potentially scared but I ordered my item on the 18.07.20 and they estimated delivery to the UK for the 21.07.20. The box came in good condition, delivery was estimated perfectly and happy with the product. Hope this helps.",recently bought new nike adapt auto max reading reviews potentially scared ordered item estimated delivery uk box came good condition delivery estimated perfectly happy product hope helps,0.9246,positive
Decent clothes and trainers always - never had a problem with them.,decent clothes trainers always never problem,0.3089,positive
"I had an issue with an item I received, it was dealt with promptly with no quibbles.",issue item received dealt promptly quibbles,0.0,negative
Had an issue with an order I received but the customer service team were extremely helpful and resolved the problem very quickly.,issue order received customer service team extremely helpful resolved problem quickly,0.275,positive
"Ordered multiple items the last few weeks, everything was on sale with great prices, all item arrived on time in perfect condition. Had to return a pair of shoes because they were a size larger than needed, hassle free return procedure, refund arrived a few days later. Very satisfied, and their factory website has better prices than retail shops such as JD, Sports Direct or Schuh.",ordered multiple items last weeks everything sale great prices item arrived time perfect condition return pair shoes size larger needed hassle free return procedure refund arrived days later satisfied factory website better prices retail shops jd sports direct schuh,0.9501,positive
Excellent customer service from start to end. Easy to order on website or app. Returns are very simple and refund quickly applied. Items sent are in mint and new condition.,excellent customer service start end easy order website app returns simple refund quickly applied items sent mint new condition,0.765,positive
It takes I long time until the shoes come And it says that it will come today and guess what did not come to my door which sucks but the shoes are nice.,takes long time shoes come says come today guess come door sucks shoes nice,0.0772,positive
"Back in March I decided to treat myself to a pair or the AirMax 270's. They didn't have the womens size available so I oredered the mens ones as it really doesn't bother me. I decided because they were mens I would order a size down but upon trying them on I realized I'd made a mistake and I should of gone with my normal size. I jumped on a live chat with someone and they said that I would need to print an exchange label but due to Covid-19 I was unable to do this as I don't have my own printer SO, they told me to use my returns label and get proof of postage, send them the reference number and that they would trigger the exchange manually from their end. Got home, did all mentioned above and within 5 days I had my new shoes in the correct size.Staff were friendly, helpful and speedy so definitely no complaints.I also made sure to complete the Nike survey with the names of the two employees that helped me as I thought they did such a great job.",back march decided treat pair airmax 270s didnt womens size available oredered mens ones really doesnt bother decided mens would order size upon trying realized id made mistake gone normal size jumped live chat someone said would need print exchange label due covid19 unable dont printer told use returns label get proof postage send reference number would trigger exchange manually end got home mentioned within days new shoes correct sizestaff friendly helpful speedy definitely complaintsi also made sure complete nike survey names two employees helped thought great job,0.9518,positive
I shop online with Nike.com frequently. I am impressed with their frequent shipping updates and easy and free returns. Your shopping history is all captured on the Nike.com app as well. The whole process is easy!I can only assume that their rating on here is so low because happy and loyal customers are not leaving the positive reviews Nike deserves.,shop online nikecom frequently impressed frequent shipping updates easy free returns shopping history captured nikecom app well whole process easyi assume rating low happy loyal customers leaving positive reviews nike deserves,0.9623,positive
"Despite the sometimes overpriced products and discount codes that don’t work, I find Nike to be a very reliable company offering high quality products. Any products I’ve bought from them have always been great quality and really comfortable and stay in good condition for a decent amount of time.",despite sometimes overpriced products discount codes dont work find nike reliable company offering high quality products products ive bought always great quality really comfortable stay good condition decent amount time,0.8969,positive
Very surprised by the many negative comments regarding Nike's customer service as I've received nothing but the absolute BEST from them in recent months! I was flabbergasted when I discovered their returns policy allowed shoes that had even been worn outside to be refunded for any reason within 30 days (now 60 days due to pandemic). Was even given a 15% discount due to recently missing out on a Nike members promotion! A⭐,surprised many negative comments regarding nikes customer service ive received nothing absolute best recent months flabbergasted discovered returns policy allowed shoes even worn outside refunded reason within days days due pandemic even given discount due recently missing nike members promotion,-0.8614,positive
My daughter works here. They really look after her.,daughter works really look,0.0,neutral
"Great priced trainers, delivery took a bit longer due to pandemic, but that was acceptable.  Trainers are really comfortable, and better priced than even Sports Direct and other retailers.  Highly recommended.",great priced trainers delivery took bit longer due pandemic acceptable trainers really comfortable better priced even sports direct retailers highly recommended,0.9356,positive
"Ordered some shoes online the 19th of May 2020. They already said that it would take longer for delivery due to Covid, so the estimated arrival date was the 5th of June. They arrived the 8th of June, so a bit delayed, but  I got some very nice shoes!",ordered shoes online 19th may already said would take longer delivery due covid estimated arrival date 5th june arrived 8th june bit delayed got nice shoes,0.2263,positive
"Wow ordered trainers in wrong size. I cancelled the order on Saturday and was refunded today, now that’s what u call service.. 100 percent recommend..",wow ordered trainers wrong size cancelled order saturday refunded today thats u call service percent recommend,0.296,negative
"Exceptional customer service. Had to return an item 3 times due to sizing errors and each time I spoke to someone, the rapport and the customer first attitude was refreshing. Well done Nike.",exceptional customer service return item times due sizing errors time spoke someone rapport customer first attitude refreshing well done nike,-0.0772,negative
Awesome as always. Nike have to be one of the best companies I’ve used.,awesome always nike one best companies ive used,0.8519,positive
Apologies for my last bad review...I had no contact with nike regarding my  delivery for two weeks so I looked up reviews and not to many had a good thing to say so I panicked and thought my order was going to be cancelled like so many others..but since posting my bad review nike finally sent an email regarding postage and tracking and yayyy I finally got my fantastic trainers today three days early...thanks nike 😁😁😁,apologies last bad reviewi contact nike regarding delivery two weeks looked reviews many good thing say panicked thought order going cancelled like many othersbut since posting bad review nike finally sent email regarding postage tracking yayyy finally got fantastic trainers today three days earlythanks nike,-0.4588,negative
"I had a good experience buying at nike.com. The website is really easy to navigate, one thing that I did not like so much is that the shipping took really long.",good experience buying nikecom website really easy navigate one thing like much shipping took really long,0.8221,positive
It said item was coming on the 23rd of June but actually came on the 4th was very surprised with the very quick shipping 🇮🇪,said item coming 23rd june actually came 4th surprised quick shipping,0.2263,positive
I’ve been a Nike Member for a long time their customer service is AMAZING I place an order and I receive it Ontime every time their return policy is the best bar none I had to exchange 7 pair of shoes even tho I wore them Nike still honored the exchange I will always be a shoe fan of Nike you guys ROCK,ive nike member long time customer service amazing place order receive ontime every time return policy best bar none exchange pair shoes even tho wore nike still honored exchange always shoe fan nike guys rock,0.9337,positive
"Ordered on the 26/05/2020 in the 30% sale , didn’t hear anything back even though they took the payment. No confirmation email or receipt so checked here on Trustpilot and seen loads of terrible reviews and was worry so kept checking online tracking of order and trainers have come today 7 days earlier than what they promised.",ordered sale didnt hear anything back even though took payment confirmation email receipt checked trustpilot seen loads terrible reviews worry kept checking online tracking order trainers come today days earlier promised,-0.5423,negative
Great products love them for the workouts and running. Received quickly with free delivery ehwta more could you want,great products love workouts running received quickly free delivery ehwta could want,0.9169,positive
"Amazing service, items came quick and drivers were patient, knocking on door until i was present to receive the parcel. Great.",amazing service items came quick drivers patient knocking door present receive parcel great,0.836,positive
I received my Nike trainers that I designed. I am so happy with the trainers and well done for keeping me so well informed on delivery. I will get my next pair of trainers from here:),received nike trainers designed happy trainers well done keeping well informed delivery get next pair trainers,0.7845,positive
"Ordered a great amount off of them, they did double charge me but the charge was corrected in a few hours, orders never took longer than a week! Good service and will be dealing with them again",ordered great amount double charge charge corrected hours orders never took longer week good service dealing,0.7906,positive
For the people say that they can't get there order is probably just cause covid 19,people say cant get order probably cause covid,0.0,neutral
Thank you mike,thank mike,0.3612,positive
"I can't understand the low rating, I've ordered from Nike twice now and downloaded and ordered from their members app. Both times the orders were dispatched within 3 days and received 2 days later. Even with the pandemic I was given a June 8th date for an order placed 14th may. I received it 19th may. The shoes are awesome, look amazing, comfortable and well made, in both cases. Great service and products!",cant understand low rating ive ordered nike twice downloaded ordered members app times orders dispatched within days received days later even pandemic given june 8th date order placed 14th may received 19th may shoes awesome look amazing comfortable well made cases great service products,0.9596,positive
"Customer service is like talking to humans! Always great service, CS agents have also frequently followed up via email to ensure I have received packages I have been in touch about and that I was happy with the products.",customer service like talking humans always great service cs agents also frequently followed via email ensure received packages touch happy products,0.9169,positive
"I don’t usually leave reviews but I waited on the phone for about an hour and wasn’t really expecting to get such good customer service but LISA IS AN ABSOLUTE GEM, she gave me a discount on my custom shoes that weren’t exactly how I wanted and helped me get my other order figured out within 10 minutes, she deserves a raise!!",dont usually leave reviews waited phone hour wasnt really expecting get good customer service lisa absolute gem gave discount custom shoes werent exactly wanted helped get order figured within minutes deserves raise,0.5125,positive
"I ordered 3 pairs of shoes April 30. As expected shipment delays relating to COVID, but came at the dates (about 3 weeks later) expected and was updated frequently on any shipment updates. I also had to exchange one pair and customer service was patient. I had to be on hold as they placed the exchange order and the representative would come back every few minutes to update me that the system was taking a little long in placing the order. Also, I was disconnected twice during the call but was able to resume the order as the representatives were able to communicate with each other find where the order was left off. They were also very informative on the exchanging process and answered all of my questions.",ordered pairs shoes april expected shipment delays relating covid came dates weeks later expected updated frequently shipment updates also exchange one pair customer service patient hold placed exchange order representative would come back every minutes update system taking little long placing order also disconnected twice call able resume order representatives able communicate find order left also informative exchanging process answered questions,0.0,neutral
I’ve never had a problem with this company. Everything I have ordered has always come before the expected date.I would recommend this company.,ive never problem company everything ordered always come expected datei would recommend company,0.5801,positive
I will never order from nike again I order shoesApril 29 didnt until a month later forget I dont care about covid 19 I ordered my shoes o want them on time,never order nike order shoesapril didnt month later forget dont care covid ordered shoes want time,-0.1685,negative
"Excellent customer service. Shipping was a little slow, but understandable given the current situation with Covid. Items arrive new. Return and exchange policy is awesome!",excellent customer service shipping little slow understandable given current situation covid items arrive new return exchange policy awesome,0.8316,positive
Product arrived 1 day later but I guess it's due to Covid19,product arrived day later guess due covid19,0.0,neutral
Had a great customer service experience this morning on live chat with Joey. He was very fast and solved my problem.,great customer service experience morning live chat joey fast solved problem,0.5423,positive
"Customer services are a bit of a nightmare to get hold of. Quality of products can vary, I have found. Sometimes excellent (mainly with trainers), other times (such as with certain items of clothing), it can bobble quite soon after buying/washing.",customer services bit nightmare get hold quality products vary found sometimes excellent mainly trainers times certain items clothing bobble quite soon buyingwashing,0.7003,positive
"I have bought two trousers from Nike in the past 2 years, both of them got small bubbles very soon, also my Air Max which I bought for leisure time got a hole in the outsole in less than 3 months. However, I am happy with their Kyrie Irving basketball shoes and basketball shorts which are very light.",bought two trousers nike past years got small bubbles soon also air max bought leisure time got hole outsole less months however happy kyrie irving basketball shoes basketball shorts light,0.5325,positive
Received my order 10 days before quoted delivery date,received order days quoted delivery date,0.0,neutral
"I placed an order 2 weeks ago today, during the midst of quarantine. I was hoping it would arrive before my partners birthday this weekend, which it did! So that was awesome. However, I was not updated at all that my order was packaged or shipped, only that it had been received so I was pretty stressed. Alongside that, the Nike box was placed into a slightly bigger box with no bubble wrap or other form of filler to keep it from being damaged or tossed around. Overall, shipping was 2 weeks which is very fast imo, updates of order was awful and the way it was packaged wasn’t great either. Would much rather ship from a local retailer like Platypus or Footlocker next time! Just happy they had the type of shoe in stock on Nike.com.",placed order weeks ago today midst quarantine hoping would arrive partners birthday weekend awesome however updated order packaged shipped received pretty stressed alongside nike box placed slightly bigger box bubble wrap form filler keep damaged tossed around overall shipping weeks fast imo updates order awful way packaged wasnt great either would much rather ship local retailer like platypus footlocker next time happy type shoe stock nikecom,0.6914,positive
They took a while to dispatch my order. I bought running shoes which are my new favs and are great for my shabby knees. Good student discounts.,took dispatch order bought running shoes new favs great shabby knees good student discounts,0.7906,positive
Still waiting for my shoes to be delivered ive email and everything still can't tell me what's up? Was due 30/4/2020 it 12 days over due. I highly recommend not to go through Nike.com,still waiting shoes delivered ive email everything still cant tell whats due days due highly recommend go nikecom,0.4201,positive
"I’m suprised at all the negative reviews because my experience with Nike was great. I ordered shoes 2 weeks ago and was obviously aware that there would be delays. Still however, my delivery arrives 2 weeks before it was expected to and it was easy to track package.",im suprised negative reviews experience nike great ordered shoes weeks ago obviously aware would delays still however delivery arrives weeks expected easy track package,0.5106,positive
"At first it was a little bit of a bumpy ride but it got better. To be honest, I’m very impressed with the way Nike handled my situation. The first problem with my order was the dispatch. My dispatch email came like a week after I ordered my shoes. On top of that, I had sent 2 emails to customer service about that dispatch email. I had this really nice and caring person who replied to me within a day and my order was taken care of. My suggestion would be if you’re ordering from Nike during this Covid -19 period, prepare to wait at least 2-3 weeks for your order but nonetheless thanks Nike for my good quality shoes!",first little bit bumpy ride got better honest im impressed way nike handled situation first problem order dispatch dispatch email came like week ordered shoes top sent emails customer service dispatch email really nice caring person replied within day order taken care suggestion would youre ordering nike covid period prepare wait least weeks order nonetheless thanks nike good quality shoes,0.9763,positive
"Ordered 2 pairs of trainers on 23rd April, intial confirmation informed my of delivery date of 10Th may which i thought was acceptable given Covid delays. Then received confirmations and had both delivered by today with delivery notifications on the days with an hour slot - both pairs are excellent, slight scuff marks on on of the trainers that rubbed out with a wipe",ordered pairs trainers 23rd april intial confirmation informed delivery date 10th may thought acceptable given covid delays received confirmations delivered today delivery notifications days hour slot pairs excellent slight scuff marks trainers rubbed wipe,0.7184,positive
"Good but only 3 stars because their postage is a joke. Wait times of around 2 weeks to a month. I ordered at the beginning of April. It stated ""order now to recieve by 5th"". Only after the order did it show that this was May 5th, not April LOL. That has lost them a star. The other reason is because after you pay by card, it shows as pending and they don't take the payment for like 7 days before they will then even post it. I've had many friends with the same frustrations.",good stars postage joke wait times around weeks month ordered beginning april stated order recieve 5th order show may 5th april lol lost star reason pay card shows pending dont take payment like days even post ive many friends frustrations,0.4922,negative
"I’m looking at all the reviews and I can see a lot of people complaining or saying nike didn’t deliver their products.However, I ordered my package on the 24th  of April and received it on the 29th of April (despite the app saying arriving 11th of May). Their service is very good and I ordered a hoody and tracksuit bottoms and a T-shirt and they all arrived packaged nicely. All the people complaining about their packages I am slightly worried that some people are not taking this situation to mind and understanding that there is a global pandemic right now. I hope people can acknowledge that maybe your package takes a bit longer than it does, just have some patience. Your not going to die without it and what are you going to do with your new running shoes or fitness clothing? Nothing. Because it’s lockdown. Please be more considerate.I ordered something from Armani and it took so long that I thought it wasn’t going to arrive and I had lost the money. But it ended up arriving. So please understand there is no reason to stress out.Patience is a blessing and test in itself. I hope you all stay well during everything going on and that your families and you are safe. God Willing (Ameen)",im looking reviews see lot people complaining saying nike didnt deliver productshowever ordered package 24th april received 29th april despite app saying arriving 11th may service good ordered hoody tracksuit bottoms tshirt arrived packaged nicely people complaining packages slightly worried people taking situation mind understanding global pandemic right hope people acknowledge maybe package takes bit longer patience going die without going new running shoes fitness clothing nothing lockdown please consideratei ordered something armani took long thought wasnt going arrive lost money ended arriving please understand reason stress outpatience blessing test hope stay well everything going families safe god willing ameen,0.8699,positive
"I can only review my experience, and it has been a first class service from Nike.com, always get a great service from the customer service team too if I have anty queries I have.Always update you where your items are :)",review experience first class service nikecom always get great service customer service team anty queries havealways update items,0.6249,positive
"not really fan of Nike or any other big labels but I needed resistance band and did place order which was supposed to be delivered in two weeks period (oh Corona!!) well, it arrived in less than 24 hours. Lots of appreciation especially these difficult times. Thank you",really fan nike big labels needed resistance band place order supposed delivered two weeks period oh corona well arrived less hours lots appreciation especially difficult times thank,0.7717,positive
Ordered off Nike website for the first time and I am beyond impressed. Absolutely in love with my Air Force 1’s they go with any outfit. Will definitely be ordering again.,ordered nike website first time beyond impressed absolutely love air force 1s go outfit definitely ordering,0.8832,positive
Ordered from nike twice now while this covid-19 is still happening & they have done a brilliant job in delivering my items! They do state that parcels can take up to 1-2 weeks which is understandable but have come earlier than that. Got to give them credit working hard through all of this trying their best to deliver on time!,ordered nike twice covid19 still happening done brilliant job delivering items state parcels take weeks understandable come earlier got give credit working hard trying best deliver time,0.8807,positive
Thank you Nike . I was notified on Monday & received my order today,thank nike notified monday received order today,0.3612,positive
Amazing shoes and the fast shipping for being a member is great. I thought I was on the wrong review. Because I order 5 shoes from Nike so far and all my shoes were in perfect Condition and outstanding. And the shoes look like they were never worn. I love Nike and I will continue to order my shoes from them. Customer service also good and if you have a question about a shoe in the app you can message a representative and they will gladly help you so I recommend this site.,amazing shoes fast shipping member great thought wrong review order shoes nike far shoes perfect condition outstanding shoes look like never worn love nike continue order shoes customer service also good question shoe app message representative gladly help recommend site,0.972,positive
"All the bad reviews shocked mi little bit. I own my tenth pair of Nike shoes and I always been a happy with them. Also I have very good experience with Nike.com itself. Well, no customer service but very fast processing of the order (less than two weeks to different country).",bad reviews shocked mi little bit tenth pair nike shoes always happy also good experience nikecom well customer service fast processing order less two weeks different country,0.4404,positive
We’ve all been doing Jo Wicks every morning and quickly realised that we needed new trainers. Ordered 4 pairs in the sale and yes the delivery took about a week more than normal but the shoes did arrive and we are very happy. 😁,weve jo wicks every morning quickly realised needed new trainers ordered pairs sale yes delivery took week normal shoes arrive happy,0.7506,positive
Got a steal on some reacts can't complain shipping times are long still but no need to cry about it big up Nike keep making cool stuff,got steal reacts cant complain shipping times long still need cry big nike keep making cool stuff,-0.4386,negative
I ordered pair of lebron 17 two days ago. And it supposed to be shipped on Wednesday. But it came today monday! It was really fast and good!,ordered pair lebron two days ago supposed shipped wednesday came today monday really fast good,0.4902,positive
Just 5* it Again I’m surprised to see such a big brand with such low ratings however I purchased many items from Nike and have experienced nothing but great customer service.  The sales and additional discount codes are spectacular.I order some trainers that quickly went out of stock so the advisor asked if I wanted some similar but none sale trainers - what a great and innovative approach.  Got to love Nike.,im surprised see big brand low ratings however purchased many items nike experienced nothing great customer service sales additional discount codes spectaculari order trainers quickly went stock advisor asked wanted similar none sale trainers great innovative approach got love nike,0.0803,positive
"Arrived before due date on a Sunday morning, can’t complain.Size is ok, I see how I feel when I go for a run in them.",arrived due date sunday morning cant complainsize ok see feel go run,-0.2235,positive
"Been a fan of Nike all my life. Mostly I bought my shoes from the store , but I did an exception and this time I ordered online. I found the website easy to use, easy to find what you are looking for and lastly very easy to order. I like that they keep me updated with everything that’s happening with the order. I have received emails regarding the payment, the payment invoice, a tracking link for my order, when the order has been dispatched and so on. The delivery is expected tomorrow and I’m surprised with this because of the lockdown and what is happening now everywhere in the world. I’m very happy that Nike still processed orders and that they’re making their best in delivering on time. For my order it says it’ll arrive tomorrow ( 31st of March).In my opinion Nike shoes are the most comfortable and very durable. I highly recommend",fan nike life mostly bought shoes store exception time ordered online found website easy use easy find looking lastly easy order like keep updated everything thats happening order received emails regarding payment payment invoice tracking link order order dispatched delivery expected tomorrow im surprised lockdown happening everywhere world im happy nike still processed orders theyre making best delivering time order says itll arrive tomorrow 31st marchin opinion nike shoes comfortable durable highly recommend,0.9806,positive
"Great service, simple webpage, omnichannel, delivery, return policy!",great service simple webpage omnichannel delivery return policy,0.6249,positive
Ordered Nike Free RN 5.0 Men's Running Shoe from a mail shot by Nike. Received email accepting order with delivery date by 30/3/20. A few days later Nike contacted to me and apologised that product delayed and could not guarantee by 30/3. Although disappointed it was not a big issue with the Self Isolation rules in place so I sat back and waited. On 28/3 I received another email telling me that the product was being shipped and that DPD would be delivering. Happy with that as they are my favourite delivery agent (other than PO). As I have the DPD App I checked today 29th with DPD and was informed parcel on the way to their depot and I would receive on 30th. Alls well that ends well and completely satisfied. Looking forward to my new runners to admire in anticipation of putting to use.,ordered nike free rn mens running shoe mail shot nike received email accepting order delivery date days later nike contacted apologised product delayed could guarantee although disappointed big issue self isolation rules place sat back waited received another email telling product shipped dpd would delivering happy favourite delivery agent po dpd app checked today 29th dpd informed parcel way depot would receive 30th alls well ends well completely satisfied looking forward new runners admire anticipation putting use,0.8883,positive
"What a nice gesture This is for you mr Nike Is these pressing times  you can go out in twos, but wouldn’t it be great to go in Nike shoes, to keep active and agile be it hike or bike, be safe, be smart NIKE has my like 👍 and yes it’s really scary out there but NIKE you also get a share, From myself and my familyBE SAFE OUT THERE #nikeclub",nice gesture mr nike pressing times go twos wouldnt great go nike shoes keep active agile hike bike safe smart nike like yes really scary nike also get share familybe safe nikeclub,0.912,positive
"I was having trouble finding some basketball shoes and Stevie the helper was so incredibly nice. We had a nice conversation about the canceling of NBA, Kevin Durant, and Jusuf Nurkić...... and of course the basketball shoes. If you get to talk to her you are absolutely blessed.",trouble finding basketball shoes stevie helper incredibly nice nice conversation canceling nba kevin durant jusuf nurkić course basketball shoes get talk absolutely blessed,0.8773,positive
"I bought online and in store many Nike products, to play tennis, run, swim and train in the gym. They deliver first-class durability, style and practicality.",bought online store many nike products play tennis run swim train gym deliver firstclass durability style practicality,0.34,positive
super good vans are trash.,super good vans trash,0.7783,positive
"Its cool and great humble , i like it but the item price is a bit expensive",cool great humble like item price bit expensive,0.836,positive
"Awesome company with awesome principles and even better customer service. Stacy was prompt, exact, and went out of her way. I love nike and recommend them",awesome company awesome principles even better customer service stacy prompt exact went way love nike recommend,0.9571,positive
"I have ordered a number of items from Nike over the last 12 months and had to contact their customer services team on a couple of occasions (support with returns, alternative options to returning & refunding the items only to reorder a different size, slight fault on an item etc). I have to say, the online chat is always quick, easy and the agents are always so friendly and knowledgeable. Errors and mistakes happen, but it’s how a company and people deal with them. In my experience with Nike and their customer services team they have always been professional and gone that extra mile. Praise where it is due. A+",ordered number items nike last months contact customer services team couple occasions support returns alternative options returning refunding items reorder different size slight fault item etc say online chat always quick easy agents always friendly knowledgeable errors mistakes happen company people deal experience nike customer services team always professional gone extra mile praise due,0.7269,positive
"Nike has good products, I would only wish that they kept making the bonded t-shirts with a T-shaped design. I love those, but can't find them anywhere.",nike good products would wish kept making bonded tshirts tshaped design love cant find anywhere,0.8689,positive
So I was wondering what to get and l have no idea about cleats and I’m 10. So I didn’t know what to do so l just went to the Nike experts so l asked but this one guy really helped me his name was Cesar. I of course didn’t know one thing and Cesar gave me all these options of the cleats I wanted and they were Mike trout cleats! He was awesome he gave me something good about every one! He is awesome totally recommend him so nice and help what can I say that was bad! NOTHING 11/10 give this guy a raise he’s awesome!,wondering get l idea cleats im didnt know l went nike experts l asked one guy really helped name cesar course didnt know one thing cesar gave options cleats wanted mike trout cleats awesome gave something good every one awesome totally recommend nice help say bad nothing give guy raise hes awesome,0.9663,positive
I like my nike trainers. Slow delivery.,like nike trainers slow delivery,0.3612,positive
"I feel like me and my friends whom have disabilities get some what treated fairly right in the world , Me and my friends in the world whom have disabilities  felt offended by the Nike employees and from the Nike.com management team and the Nike lawyers and the security team from Nike world headquarters from Beaverton Oregon they are a great company but a bit greedy with there money for selling there Nike products to the world to world wide athletes and to people with disabilities plus I don't get why don't any of the Nike employees from all over the world don't just agree to choose kindness and for them to agree to leave a lone the police of not to bother them no more to inform the world about them agreeing to also maybe considering to lowering there Nike products for people to be able to buy in there retail stores even on Nike .com and for the Nike employees and there HR people from Nike world headquarters to never say from Nike.com if you continue reaching out to us this means for them to not to say to me or to the world that no one isn't allowed to be calling or writing to Nike employees or directly on Nike.com of chat even if a person from the past if sorry of causing telephone harassment to them all but they shouldn't be strick or rude to anyone in the world . But I would like them to agree to be choosing kindness to people with ADA and also to have them lower there prices of Nike products in the world for the world we all live in to say wow Nike employees and there company isn't no more greedy with there money and with there products and not thinking of reaching out to the police on anyone in the world . See the Police is fed with anyone in the world with Nike and there employees and all tax payers in the world calling the police for any reason see people ought to be laying low and chilling out of not thinking about bothering the police there shouldn't be a thing of calling the police on anyone in the world . See Phil Knight urged me to apply on Nikebiz.com for when he sent me a thank you letter in 2012 after meeting him in person and I feel like I was being mistreated wrong by all Nike team management team and by all there employees everyone in the world even me knows that Nike is a big company and knows that we know that Nike gets a lot of applications and a lot of phone calls but why get the police into this matter and even blocking people's phone calls ? This is a concern for the world to know and for me too. I feel deeply offended by a lot of Nike employees in the world . please call me to discuss of my review also Danny the store manager at Nike retail store in Eugene Oregon of 2018 was a bit rude to me over the phone  even a bit cranky . Do me and my friends whom are disabled like me forgive Nike employees and higher up of Nike.com for what they do wrong to anyone in the world and how people feel being treated poorly or badly or in a good way ya should they agree to choose kindness to anyone in the world ya I do 100%. Go Ducks forever I am a Team USA fan council for Team USA for doing survey's for them of products of Nike products and of Adia's products in the world for a life time to present . please call me and have Nike call me to discuss this with me and I would love to be a Nike model and a Nike fan council for there products of doing survey's for them all ? 541-3599471. I have a disability and feel 100% offended and emotional from all Nike employees in the world . I do forgive them . Steven R Barone Team USA fan council to the Olympic athletes urging anyone in the world to choose kindness and not to be greedy with money or with products to all nations and for anyone like Nike to agree to help the poor nations in the world even orphans and even people with disabilities even with out disabilities . Nike is the best company but a bit strick on anyone in the world .",feel like friends disabilities get treated fairly right world friends world disabilities felt offended nike employees nikecom management team nike lawyers security team nike world headquarters beaverton oregon great company bit greedy money selling nike products world world wide athletes people disabilities plus dont get dont nike employees world dont agree choose kindness agree leave lone police bother inform world agreeing also maybe considering lowering nike products people able buy retail stores even nike com nike employees hr people nike world headquarters never say nikecom continue reaching us means say world one isnt allowed calling writing nike employees directly nikecom chat even person past sorry causing telephone harassment shouldnt strick rude anyone world would like agree choosing kindness people ada also lower prices nike products world world live say wow nike employees company isnt greedy money products thinking reaching police anyone world see police fed anyone world nike employees tax payers world calling police reason see people ought laying low chilling thinking bothering police shouldnt thing calling police anyone world see phil knight urged apply nikebizcom sent thank letter meeting person feel like mistreated wrong nike team management team employees everyone world even knows nike big company knows know nike gets lot applications lot phone calls get police matter even blocking peoples phone calls concern world know feel deeply offended lot nike employees world please call discuss review also danny store manager nike retail store eugene oregon bit rude phone even bit cranky friends disabled like forgive nike employees higher nikecom wrong anyone world people feel treated poorly badly good way ya agree choose kindness anyone world ya go ducks forever team usa fan council team usa surveys products nike products adias products world life time present please call nike call discuss would love nike model nike fan council products surveys disability feel offended emotional nike employees world forgive steven r barone team usa fan council olympic athletes urging anyone world choose kindness greedy money products nations anyone like nike agree help poor nations world even orphans even people disabilities even disabilities nike best company bit strick anyone world,0.92,positive
Have seen mixed reviews but Nike always delivers the goods!,seen mixed reviews nike always delivers goods,0.0,neutral
Overall it’s an awesome buying experience. Kudos to nike for the excellent customer service and fast shipping.,overall awesome buying experience kudos nike excellent customer service fast shipping,0.9022,positive
Good service and access is easyThey have good customer service and always responsive to my needs. No wonder they grow so fast,good service access easythey good customer service always responsive needs wonder grow fast,0.8074,positive
Not gonna lie i wasn't expecting this kind of response from Nike. As my orders were delayed. They sent me a promotion code which was for free shipping and i am impressed thank you Nike. I think customer service is pretty good and contacts you at closest time so it deserves a great.,gon na lie wasnt expecting kind response nike orders delayed sent promotion code free shipping impressed thank nike think customer service pretty good contacts closest time deserves great,0.9374,positive
mad creps but the jackets are lacking not enough room for the 19 rambo vapormax plus are some sick creps for 150 quid give me the boost so i can catch the ops and dat prefer the shoes that dont reflect so feds dont see u but its personal preference,mad creps jackets lacking enough room rambo vapormax plus sick creps quid give boost catch ops dat prefer shoes dont reflect feds dont see u personal preference,-0.5859,negative
"Bought from the store, the quality looks ok, customers service could be better though.",bought store quality looks ok customers service could better though,0.6249,positive
